ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,tunnel_type,action
1331999079.780000,CrE0lHoJeZ8OqTYo7,192.168.202.140,54310,192.168.21.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999103.550000,Cefrhe2DHdoGyfstQ,192.168.202.140,54063,192.168.21.25,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999119.520000,CKWN7J4TKxz9OVKw7,192.168.202.140,48731,192.168.21.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999193.090000,C5gRpR2LifRR1oAXhk,192.168.202.140,54349,192.168.21.203,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999230.590000,CNPy4EFezfQsmnrE7,192.168.202.140,43825,192.168.21.152,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999236.600000,CY1Rne4966p9PqGTXc,192.168.202.140,36228,192.168.23.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999239.880000,CI4CTw3Ak4W4FWEp1g,192.168.202.140,42585,192.168.22.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999247.880000,CiLg5l2ePTGOTNXIF8,192.168.202.140,56194,192.168.24.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999249.070000,ChkbYv29rcmXQJqzSk,192.168.202.140,49013,192.168.25.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999253.090000,C5gRpR2LifRR1oAXhk,192.168.202.140,54349,192.168.21.203,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999265.180000,CEYvlZ2JdTjnAuv88i,192.168.202.140,38105,192.168.21.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999273.659999,Cjgjd32jjYCzYlkz,192.168.202.140,60682,192.168.23.100,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999283.490000,C7IuBC2h0UXZKXwbUl,192.168.202.140,58931,192.168.26.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999290.590000,CNPy4EFezfQsmnrE7,192.168.202.140,43825,192.168.21.152,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999296.600000,CY1Rne4966p9PqGTXc,192.168.202.140,36228,192.168.23.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999297.120000,CymDZh3c0WQZS6IX81,192.168.202.140,49472,192.168.25.100,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999299.880000,CI4CTw3Ak4W4FWEp1g,192.168.202.140,42585,192.168.22.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999305.960000,Cu8vEr4Z12pwQv8seb,192.168.202.140,34308,192.168.21.202,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999307.880000,CiLg5l2ePTGOTNXIF8,192.168.202.140,56194,192.168.24.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999309.070000,ChkbYv29rcmXQJqzSk,192.168.202.140,49013,192.168.25.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999311.790000,CCpZLDHTRV0DSIg87,192.168.202.140,35753,192.168.22.25,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999325.180000,CEYvlZ2JdTjnAuv88i,192.168.202.140,38105,192.168.21.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999327.670000,CcqNoS2ORrIpdo9Qlk,192.168.202.140,51555,192.168.24.25,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999330.580000,CXPMiOyURZYMgxAo7,192.168.202.140,58653,192.168.25.101,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999333.659999,Cjgjd32jjYCzYlkz,192.168.202.140,60682,192.168.23.100,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999343.490000,C7IuBC2h0UXZKXwbUl,192.168.202.140,58931,192.168.26.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999357.120000,CymDZh3c0WQZS6IX81,192.168.202.140,49472,192.168.25.100,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999362.150000,CVKDDc26yVmSC53Ss8,192.168.202.140,50398,192.168.25.25,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999365.960000,Cu8vEr4Z12pwQv8seb,192.168.202.140,34308,192.168.21.202,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999371.790000,CCpZLDHTRV0DSIg87,192.168.202.140,35753,192.168.22.25,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999387.670000,CcqNoS2ORrIpdo9Qlk,192.168.202.140,51555,192.168.24.25,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999390.580000,CXPMiOyURZYMgxAo7,192.168.202.140,58653,192.168.25.101,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999398.000000,CMxop71Rf4YHjQYvq3,192.168.202.140,49114,192.168.21.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999410.120000,CGFX7nMkvdlM0xWB8,192.168.202.140,60571,192.168.22.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999410.640000,CQdB1c1CwTYGGYqyd4,192.168.202.140,46680,192.168.22.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999422.150000,CVKDDc26yVmSC53Ss8,192.168.202.140,50398,192.168.25.25,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999422.810000,CIEWfM3LImLXN3oHkg,192.168.202.140,41526,192.168.23.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999428.819999,CXLCwT3F10EmZ65H79,192.168.202.140,53273,192.168.24.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999438.000000,CS4fss25kS7mqbTc9l,192.168.202.140,38137,192.168.23.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999441.740000,C4AhV61HEqbDzvpZz6,192.168.202.140,52856,192.168.24.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999446.570000,CfFpQx1ePBQ6nFnc83,192.168.202.140,38671,192.168.27.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999451.830000,CnCy9a16BabouisMP6,192.168.202.140,49119,192.168.28.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999458.000000,CMxop71Rf4YHjQYvq3,192.168.202.140,49114,192.168.21.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999461.040000,CiJF933Rpa7iydq5Yi,192.168.202.140,33521,192.168.25.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999465.539999,CXO3or1uaUraISVn6a,192.168.202.140,44596,192.168.25.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999470.120000,CGFX7nMkvdlM0xWB8,192.168.202.140,60571,192.168.22.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999470.640000,CQdB1c1CwTYGGYqyd4,192.168.202.140,46680,192.168.22.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999482.620000,CkuaTs2lUNWJuChfbl,192.168.202.140,43553,192.168.27.100,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999482.810000,CIEWfM3LImLXN3oHkg,192.168.202.140,41526,192.168.23.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999488.819999,CXLCwT3F10EmZ65H79,192.168.202.140,53273,192.168.24.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999498.000000,CS4fss25kS7mqbTc9l,192.168.202.140,38137,192.168.23.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999501.740000,C4AhV61HEqbDzvpZz6,192.168.202.140,52856,192.168.24.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999505.570000,Clg3BNzwQF9ABFmS7,192.168.202.140,39008,192.168.27.101,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999506.570000,CfFpQx1ePBQ6nFnc83,192.168.202.140,38671,192.168.27.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999508.670000,C1l4AL3NRVItj6myhg,192.168.202.140,37557,192.168.22.152,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999509.579999,CsOFU82DLneUy9Kok1,192.168.202.140,55647,192.168.23.152,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999511.830000,CnCy9a16BabouisMP6,192.168.202.140,49119,192.168.28.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999513.580000,Cafik92s1udY2HVct,192.168.202.140,54961,192.168.24.152,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999520.200000,C2lWPk49a20B4GN1Wc,192.168.202.140,33099,192.168.23.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999521.040000,CiJF933Rpa7iydq5Yi,192.168.202.140,33521,192.168.25.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999525.539999,CXO3or1uaUraISVn6a,192.168.202.140,44596,192.168.25.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999534.590000,CfQCCB0ZQnsXSP295,192.168.202.140,38084,192.168.22.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999542.350000,C9HDnX1PJF2sJ5Yvj2,192.168.202.140,54196,192.168.28.25,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999542.620000,CkuaTs2lUNWJuChfbl,192.168.202.140,43553,192.168.27.100,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999559.019999,C0xonI246zvCD4qyrk,192.168.202.140,60866,192.168.24.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999565.570000,Clg3BNzwQF9ABFmS7,192.168.202.140,39008,192.168.27.101,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999568.670000,C1l4AL3NRVItj6myhg,192.168.202.140,37557,192.168.22.152,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999568.970000,CLw1DK1hN914orO664,192.168.202.140,46226,192.168.23.203,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999569.579999,CsOFU82DLneUy9Kok1,192.168.202.140,55647,192.168.23.152,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999572.090000,CNeRiMmIiTOC7qhM7,192.168.202.140,52618,192.168.25.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999573.590000,Cafik92s1udY2HVct,192.168.202.140,54961,192.168.24.152,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999576.500000,CQ6wLV23XJGcW2To7b,192.168.202.140,49890,192.168.23.202,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999578.610000,CqYCYk4YSOpz6vonVc,192.168.202.140,48000,192.168.22.202,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999580.220000,C2lWPk49a20B4GN1Wc,192.168.202.140,33099,192.168.23.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999586.019999,C0cdSO3ZDW5vskVXmh,192.168.202.140,38361,192.168.22.203,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999590.520000,COHStq1Sg4OmH9RWj5,192.168.202.140,51653,192.168.24.202,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999590.560000,Cv5zkIrC4k8T9f418,192.168.202.140,35883,192.168.24.203,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999594.590000,CfQCCB0ZQnsXSP295,192.168.202.140,38084,192.168.22.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999602.350000,C9HDnX1PJF2sJ5Yvj2,192.168.202.140,54196,192.168.28.25,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999613.490000,CzO2yr3VzspQloDZvh,192.168.202.140,47165,192.168.23.252,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999619.019999,C0xonI246zvCD4qyrk,192.168.202.140,60866,192.168.24.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999621.700000,CXykVC4ImUA6yXdE4c,192.168.202.140,55003,192.168.25.203,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999622.520000,CtdOX93SjoM8SyAFlc,192.168.202.140,43384,192.168.27.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999622.970000,CfR9l42IxWR0rsFFf9,192.168.202.140,59383,192.168.25.202,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999626.760000,C5Ir7421Fh3n3wX74,192.168.202.140,43864,192.168.27.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999628.970000,CLw1DK1hN914orO664,192.168.202.140,46226,192.168.23.203,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999632.090000,CNeRiMmIiTOC7qhM7,192.168.202.140,52618,192.168.25.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999632.570000,C0yv2D4mSR5kIAgmKj,192.168.202.140,47204,192.168.26.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999636.500000,CQ6wLV23XJGcW2To7b,192.168.202.140,49890,192.168.23.202,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999638.610000,CqYCYk4YSOpz6vonVc,192.168.202.140,48000,192.168.22.202,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999639.210000,CI1Yb11N87yYh3TM96,192.168.202.140,32979,192.168.28.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999646.019999,C0cdSO3ZDW5vskVXmh,192.168.202.140,38361,192.168.22.203,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999649.979999,CLPmt74yt0iIiNpbsc,192.168.202.140,57233,192.168.23.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999650.520000,COHStq1Sg4OmH9RWj5,192.168.202.140,51653,192.168.24.202,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999650.560000,Cv5zkIrC4k8T9f418,192.168.202.140,35883,192.168.24.203,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999651.090000,C9Ob1S1KvyaFXKrMIa,192.168.202.140,48155,192.168.28.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999665.860000,CzFeIE415r9n3YPEdc,192.168.202.140,55001,192.168.22.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999673.490000,CzO2yr3VzspQloDZvh,192.168.202.140,47165,192.168.23.252,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999681.700000,CXykVC4ImUA6yXdE4c,192.168.202.140,55003,192.168.25.203,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999682.520000,CtdOX93SjoM8SyAFlc,192.168.202.140,43384,192.168.27.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999682.970000,CfR9l42IxWR0rsFFf9,192.168.202.140,59383,192.168.25.202,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999683.810000,Ct3HPB22XevHOgo2Ve,192.168.202.140,36675,192.168.24.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999686.760000,C5Ir7421Fh3n3wX74,192.168.202.140,43864,192.168.27.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999692.570000,C0yv2D4mSR5kIAgmKj,192.168.202.140,47204,192.168.26.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999694.990000,CzKgM43jmjUpwHdfyi,192.168.202.140,39599,192.168.27.152,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999699.210000,CI1Yb11N87yYh3TM96,192.168.202.140,32979,192.168.28.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999702.070000,CW0cSE4qRFeZtUxtec,192.168.202.140,59364,192.168.25.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1331999709.979999,CLPmt74yt0iIiNpbsc,192.168.202.140,57233,192.168.23.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999711.090000,C9Ob1S1KvyaFXKrMIa,192.168.202.140,48155,192.168.28.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999725.860000,CzFeIE415r9n3YPEdc,192.168.202.140,55001,192.168.22.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999743.810000,Ct3HPB22XevHOgo2Ve,192.168.202.140,36675,192.168.24.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999755.030000,CzKgM43jmjUpwHdfyi,192.168.202.140,39599,192.168.27.152,3544,Tunnel::TEREDO,Tunnel::CLOSE
1331999762.070000,CW0cSE4qRFeZtUxtec,192.168.202.140,59364,192.168.25.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008115.800000,CygVE83Ef9IA6AQ5gf,192.168.202.138,33857,192.168.21.100,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008120.800000,Cohoh92PCGMWyhs0t,192.168.202.138,55678,192.168.21.102,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008124.740000,Ckrgdz2xfPdlOf2se4,192.168.202.138,50626,192.168.21.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008148.810000,C2QC9H2MWYgGM5QvY3,192.168.202.138,41122,192.168.21.103,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008175.800000,CygVE83Ef9IA6AQ5gf,192.168.202.138,33857,192.168.21.100,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008179.500000,Co7YVnQbI3GkpYIF8,192.168.202.138,42838,192.168.21.25,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008180.800000,Cohoh92PCGMWyhs0t,192.168.202.138,55678,192.168.21.102,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008184.740000,Ckrgdz2xfPdlOf2se4,192.168.202.138,50626,192.168.21.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008208.810000,C2QC9H2MWYgGM5QvY3,192.168.202.138,41122,192.168.21.103,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008239.230000,CAN9RZ1eVrDrPhQ26,192.168.202.138,47181,192.168.21.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008239.510000,Co7YVnQbI3GkpYIF8,192.168.202.138,42838,192.168.21.25,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008250.140000,C0xTxR3CxMCFeQTYg9,192.168.202.138,44546,192.168.21.152,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008299.230000,CAN9RZ1eVrDrPhQ26,192.168.202.138,47181,192.168.21.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008300.450000,CF8WuE4FVqeXFKWDM5,192.168.202.138,43825,192.168.21.203,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008310.140000,C0xTxR3CxMCFeQTYg9,192.168.202.138,44546,192.168.21.152,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008332.470000,CFwlp747YYWJlrSTgd,192.168.202.138,39846,192.168.21.202,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008344.050000,Cr04yAyHeJrfJLjDd,192.168.202.138,46291,192.168.21.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008360.490000,CF8WuE4FVqeXFKWDM5,192.168.202.138,43825,192.168.21.203,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008392.470000,CFwlp747YYWJlrSTgd,192.168.202.138,39846,192.168.21.202,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008404.050000,Cr04yAyHeJrfJLjDd,192.168.202.138,46291,192.168.21.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008687.360000,Cnomwo8hgenNN9Td9,192.168.202.138,48136,192.168.27.100,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008694.040000,CbBwk44DRPKJwTVVv4,192.168.202.138,44072,192.168.27.1,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008747.360000,Cnomwo8hgenNN9Td9,192.168.202.138,48136,192.168.27.100,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008754.040000,CbBwk44DRPKJwTVVv4,192.168.202.138,44072,192.168.27.1,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332008992.330000,CrRQIn3m8DoqfRMtzj,192.168.202.138,41004,192.168.27.253,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332008993.360000,CD4IXi3Y9PaL1pSk58,192.168.202.138,33771,192.168.27.254,3544,Tunnel::TEREDO,Tunnel::DISCOVER
1332009052.330000,CrRQIn3m8DoqfRMtzj,192.168.202.138,41004,192.168.27.253,3544,Tunnel::TEREDO,Tunnel::CLOSE
1332009053.360000,CD4IXi3Y9PaL1pSk58,192.168.202.138,33771,192.168.27.254,3544,Tunnel::TEREDO,Tunnel::CLOSE
